20 10 31 20 40 17	731	5	4 	1023	0	1023	40 11	
20 10 31 20 40 21	733	5	4 	1023	0	1023	40 11	
20 10 31 20 40 26	735	5	4 	1023	0	1023	40 11	
20 10 31 20 40 30	737	5	4 	1023	0	1023	40 11	
20 10 31 20 40 35	739	5	4 	1023	0	1023	40 11	
20 10 31 20 40 39	741	5	4 	1023	0	1023	40 11	
20 10 31 20 40 44	743	5	4 	1023	0	1023	40 10	
20 10 31 20 40 48	745	5	4 	1023	0	1023	40 10	
20 10 31 20 40 53	747	5	4 	1023	0	1023	40 10	
20 10 31 20 40 57	749	5	4 	1023	0	1023	40 10	
20 10 31 20 41 2	751	6	4 	1023	0	1023	40 10	
20 10 31 20 41 6	753	6	4 	1023	0	1023	40 10	
20 10 31 20 41 11	755	6	4 	1023	0	1023	40 10	
20 10 31 20 41 15	757	6	4 	1023	0	1023	40 10	
20 10 31 20 41 20	759	6	4 	1023	0	1023	40 10	
20 10 31 20 41 24	761	6	4 	1023	0	1023	40 10	
20 10 31 20 41 29	763	6	4 	1023	0	1023	40 9	
20 10 31 20 41 33	765	6	4 	1023	0	1023	40 9	
20 10 31 20 41 38	767	6	4 	1023	0	1023	40 9	
20 10 31 20 41 42	769	6	4 	1023	0	1023	40 9	
20 10 31 20 41 47	771	6	4 	1023	0	1023	40 9	
20 10 31 20 41 51	773	6	4 	1023	0	1023	40 8	
20 10 31 20 41 56	775	6	4 	1023	0	1023	40 9	
20 10 31 20 42 0	777	1	5 	1023	0	1023	40 9	
20 10 31 20 42 12	779	1	5 	1023	0	1023	40 8	
20 10 31 20 42 16	781	1	5 	1023	0	1023	40 8	
20 10 31 20 42 21	783	1	5 	1023	0	1023	40 8	
20 10 31 20 42 25	785	1	5 	1023	0	1023	40 8	
20 10 31 20 42 29	787	1	5 	1023	0	1023	40 8	
20 10 31 20 42 34	789	1	5 	1023	0	1023	40 8	
20 10 31 20 42 38	791	1	5 	1023	0	1023	40 8	
20 10 31 20 42 43	793	1	5 	1023	0	1023	40 8	
20 10 31 20 42 47	795	1	5 	1023	0	1023	40 8	
20 10 31 20 42 52	797	1	5 	1023	0	1023	40 7	
20 10 31 20 42 56	799	1	5 	1023	0	1023	40 8	
20 10 31 20 43 1	801	2	5 	1023	0	1023	40 7	
20 10 31 20 43 5	803	2	5 	1023	0	1023	40 7	
20 10 31 20 43 10	805	2	5 	1023	0	1023	40 7	
20 10 31 20 43 14	807	2	5 	1023	0	1023	40 7	
20 10 31 20 43 19	809	2	5 	1023	0	1023	40 7	
20 10 31 20 43 23	811	2	5 	1023	0	1023	40 7	
20 10 31 20 43 28	813	2	5 	1023	0	1023	40 7	
20 10 31 20 43 32	815	2	5 	1023	0	1023	40 6	
20 10 31 20 43 37	817	2	5 	1023	0	1023	40 7	
20 10 31 20 43 41	819	2	5 	1023	0	1023	40 6	
20 10 31 20 43 46	821	2	5 	1023	0	1023	40 6	
20 10 31 20 43 50	823	2	5 	1023	0	1023	40 7	
20 10 31 20 43 55	825	2	5 	1023	0	1023	40 6	
20 10 31 20 43 59	827	2	5 	1023	0	1023	40 6	
